Nombre para mostrar;Clr Clb Newucmdb;Clr Service Code;Subtipo;Grupo de administración de configuración;Clr Istatus;Título;Comentarios;Clr Arr Location;Fecha y hora de modificación del sistema
"V07-AVVillasIDC (fw-chasis-bk3)";"false";"avv1358";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"INTERNET DEDICADO TELMEX";"WVcheck - /Proyecto Comunicaciones Unificadas  - OTP FRONTEND";"";"22/04/20 10:06:29"
"V026-PHILIP(fw_central_eyn02-n3)";"true";"YVI0005";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORP // CORREO // BOGOTA // DC TRIARA // IAAS // FIREWALL 5M";"";"27/04/22 16:13:31"
"V20-COOMEVA";"false";"cmv0570";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"";"";"28/08/20 10:59:22"
"Phishing(fg_ingeniofr)";"true";"TFM2763";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_FILTRADO_REGULATORIO_FISICO_3";"";"27/04/22 16:12:52"
"V02-FIDU_MD_PRU (fw-cloud_aval_ortezal_ad12)";"false";"fdo0222";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"FW IPA 100 MBPS - ORTEZAL";"";"22/04/20 10:06:30"
"fw-fanalca-gzm0050-051-390-gzm0269";"false";"gzm0269";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // GIRARDOT //CLL 22 # 10-05SUPERMOTOS DE GIRARDOT //FIREWALL EN CLIENTE //8192";"SEDE CLIENTE_FANALCA";"09/03/22 03:49:23"
"faz-sms";"false";"smsac10";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"BOGOTA - Firewall Dedicado - Tipo 3 - 3M  + NEGOCIACION 30 DIAS GRATIS SMSAC10";"TRIARA\BUNKER3\K23(AB)\32";"07/12/21 03:46:59"
"V02-SimitBalan (deimos)";"false";"utt0034";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOAV - PROYECTO HOSTING Y SEGURIDAD - Firewall dedicado centralizado - UTT0034";"";"19/08/20 23:18:35"
"colpatria-ortezal";"true";"SFW0044";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"IPS TELMEX";"Instalación por Traslado entre Clientes";"ORTEZAL\BUNKER1\AH6(AB)\16";"21/02/22 14:06:35"
"V133-CEMCAL(fw_central_eyn02-n3)";"true";"KYB0006";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP. COMERCIAL CORP. // SAP 6000007779 // Cali // Carrera 5#12-42 // FIREWALL";"";"27/04/22 16:15:29"
"V11-FW-IPS";"false";"fucdn17";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"Firewall e IPS Centralizado Compartido para 6 Mbps No. Servicio: FUCDN17  // Se retira bajo T17451";"";"31/08/20 23:11:50"
"asa-brightstar.default.domain.invalid";"false";"bsj0006";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"BRIGHSTAR SOLUCIONES INTEGRALES COLOMBIA  -  FIREWALL DATACENTER TRIARA";"TRIARA\BUNKER1\R29(AB)\24";"27/05/21 03:37:12"
"V26-PHILIPS";"false";"yvi0005";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"Firewall Centralizado Dedicado para protección de la zona de Internet - 5 Mbps";"";"03/09/20 23:06:32"
"FW-INTRAWAY2";"false";"tfm0499";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"Servicios Especiales Datacenter";"CI- MEJORAMIENTO IW 1";"TRIARA\BUNKER4\AY13(AB)\3 TRIARA\BUNKER4\AY13(AB)\2";"10/12/21 03:52:30"
"fw-fanalca-gzm0036-037-0403-gzm0271";"false";"gzm0271";"Others";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // CARTAGENA //AV, PEDRO DE HEREDIA # 21-093 PIE DE LA POPASUPERMOTOS DE BOLIVAR //FIREWALL EN CLIENTE //5120";"";"09/03/22 23:30:13"
"faz-ventasyservicios";"false";"att3895";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"SOLUCIONES ADMINISTRADAS";"SOP. COMER. CORP. // SOLUCIONES ADMINISTRADAS // TRIARA // Bogotá // FAZ ATT3895";"TRIARA\BUNKER4\AV13(AB)\8";"01/10/21 15:36:42"
"V097-RUQUIM(fw_central_eyn02-n3)";"true";"IRLIN23";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"Aprobación y Permisos";"";"17/11/22 01:20:38"
"paradigma2";"false";"parad16";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL PYME //  Bogotá  // Triara   //  FIREWALL // 100 MEGAS // PARAD16";"";"11/04/22 03:33:22"
"fg-5140b";"false";"tfm1106";"Unix";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"E-BUSINESS HOSTING DEDICADO";"CI - EQUIPO BLADE FORTINET CCE";"";"08/03/22 00:08:52"
"V250-ODOCC(fw_central_eyn02-n3)";"true";"OFB0018";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA // DATACENTER TRIARA // FIREWALL CENTRALIZADO //AUTOMATICO MASIVO INCIDENTES";"";"11/03/23 01:23:57"
"V20-FiduOProdDB@FG3K1B3I11700698 (mithrandir)";"false";"fdo0162";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"SIFIWEB Firewall Centralizado Dedicado";"";"22/04/20 10:06:31"
"FW_EL_EDEN1";"false";"byd0018";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // CORREO // BOGOTÁ // CC EL EDÉN // CC EL EDÉN - WIREFALL ONSITE // FIREWALL EN CLIENTE //    BYD0018";"";"16/03/23 17:00:19"
"FW-CLL0085-COLSANITAS2";"true";"CLL0085";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO //    BOGOTA // TRIARA // FIREWALL EN CLIENTE ///   CLL0085";"";"04/10/22 01:11:19"
"V14-AgavalProd (mithrandir)";"false";"gaa0011";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"firewall dedicado";"firewall dedicado";"";"22/04/20 10:06:32"
"V269-TESLA";"true";"TKFV003";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP// BOGOTA // TRIARA  //  FIREWALL CENTRALIZADO // FIREWALL PRD //";"";"20/10/22 01:14:08"
"V208-Kirama";"false";"dkira11";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP COM CORP//BOGOTA//DC TRIARA//FIREWALL CENTRALIZADO// 30MB";"";"27/09/21 08:03:20"
"ssl.V26-PHILIPS (fw-chasis-bk4)";"false";"yvi0006";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"MANAGED VPN";"10VPN C2S IPSec";"";"19/08/20 23:17:55"
"fw-valorem1";"true";"VAB0058";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOAV// FIREWALL//DATACENTER/ BOGOTA";"TRIARA\BUNKER4\AY13(AB)\13 TRIARA\BUNKER4\AY13(AB)\19";"08/06/22 09:58:59"
"fw_autogermana1";"true";"QCW0045";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"Concentradores VPN";"279 VPNS SSL ACCESO A SAP";"TRIARA\BUNKER4\AX16(AB)\16";"22/04/23 07:02:01"
"Firewall Administrado";"false";"";"Infrastructure Service";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"";"";"";"20/01/20 12:02:11"
"faz_tmp0287_faz1000d_dedicado_el_tiempo";"true";"TMP0287";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // SAP 6000011557 // FW EL TIEMPO CEET";"SEDE CLIENTE";"22/04/23 07:04:05"
"fw_zzpp033_fw-burica-zzpp023-08-56-zzpp033";"true";"ZZPP033";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCAL CORPORATIVO  //Cali //CARRERA 98 N° 16-200 CENTRO COMERCIAL JARDIN PLAZA LOCAL 74 // FIREWALL EN CLIENTE //5 MBPS";"Cali //CARRERA 98 N° 16-200CENTRO COMERCIAL JARDIN PLAZA LOCAL 74 Rack 1 U2";"22/04/23 07:03:44"
"V19-ASISBOLBCK (fw-chasis-bk4)";"false";"asbo004";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"Servicios de Seguridad";"""El cliente requiere filtrado de contenido para el internet dedicado.  Con características al que actualmente tiene instalado. RESPUESTA FACTIBILIDAD  POSITIVA Servicio     PROXY  WEB   TIEMPO DE IMPLEMENTACION  20 DIAS  NODO  : TRIARA  PROVEEDOR : TELMEX   BW  : 50 Mbps   OBSERVACIONES : Servicio  entregado  con el  Internet  de  Cll  108 """;"";"22/04/20 10:06:33"
"V35-Fiduback@FG3K1B3I11700698 (mithrandir)";"false";"fir0020";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"No Administrado por CLARO //Internet Ancho de Banda - Telmex seguridad - Admin ancho de banda";"";"22/04/20 10:06:34"
"V43-CRYSTALFRON@FG3K1B3I11700698 (mithrandir)";"false";"fmn0186";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"“Servicio de Seguridad Administrada No Identificado por el Grupo Administrador”";"";"22/04/20 10:06:34"
"V38-CINECOL1@FG3K1B3I11700698 (mithrandir)";"false";"cno0008";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"CINE COLOMBIA S.A. - FIREWALL - HOSTING";"";"22/04/20 10:06:35"
"V111-SRV_TV(fw_central_eyn02-n3)";"true";"ATT3654";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOAV CORP.// MAIL - FIREWALL CON VPN // BOGOTA - ATT3654";"";"27/04/22 16:16:14"
"FW-COBOS_TRIARA1";"true";"LQHZ027";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORP//CORREO//FIREWALL EN CLIENTE//TRIARA//BOGOTÁ";"";"25/03/23 01:19:27"
"fw_zzpp038_fw-burica-zzpp017_47_29-zzpp038";"true";"ZZPP038";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCAL CORPORATIVO  //Bogota //CALLE 109 N° 18B-64 // FIREWALL EN CLIENTE //5 MBPS";"Bogota //CALLE 109 N° 18B-64 - Rack 1 U2";"22/04/23 07:03:43"
"FW_FORTOX2";"false";"idseh69";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL  CORPO CORREO CALI //  AVENIDA 5CN NO.47N-22  // FIREWALL CENTRALIZADO // 153600";"";"09/03/22 03:34:52"
"fw_gzm0266_fw-fanalca_gzm0025-26-199-gzm0266";"true";"GZM0266";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // BOGOTA //AVENIDA CARACAS # 32-33SUPERMOTOS DE BOGOTA //FIREWALL EN CLIENTE //";"SEDE CLIENTE_FANALCA";"22/04/23 07:03:33"
"V016-ADCAP";"false";"aov0102";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"Servicios Especiales Datacenter";"";"";"02/03/21 03:30:32"
"FG200FT921905505";"true";"AUT0042";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA // TRIARA // FIREWALL// 20 MB";"";"21/02/23 18:13:40"
"V80-TSP";"false";"tsq0041";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO //    BOGOTA // /TRIARA // FIREWALL UTM  CENTRALIZADO 150";"";"14/08/22 20:43:39"
"IPS";"false";"";"Catalog Service";"Datacenter - Seguridad Administrada";"(activo)";"";"";"";"27/01/20 16:43:10"
"fw_central_eyn01-mega";"true";"CNI0068";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERICAL CORPO // CORREO MEDELLÍN //DATACENTER //FIREWALL CENTRALIZADO //   CNI0068";"";"11/04/23 01:01:54"
"faz-unilibre";"false";"uli0250";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA // TRIARA // ADVANCED  MANAGED FIREWALL. //";"TRIARA\BUNKER4\AS13(AB)\7 TRIARA\BUNKER4\AS13(AB)\6";"12/08/21 12:57:01"
"FGVM080000046531(fw_virtual-cloud_aval)";"true";"ATT3928";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"CLOUD AVAL // Firewall Virtual  AVAL";"";"08/06/22 10:00:50"
"acs-aval-pri";"true";"TFM0284";"switch";"Datacenter - Seguridad Administrada";"(activo)";"E-BUSINESS HOSTING DEDICADO";"CI_ACS_AVAL_Sec";"";"11/11/22 15:15:24"
"FW_UNIAJC-WIFI1(fw_uniajc-wifi1)";"true";"ITMAJ30";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORP  / CALI / AV 6N # 28N-102 / FIREWALL EN CLIENTEFIREWALL EN HD CON FORTINET 300E";"";"08/06/22 10:01:06"
"FG6H0ETB20903570(univ_uli0236_37_292_61-62)";"true";"ULI0292";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA // BOGOTÁ - CARRERA 70A NO. 53-40 // FIREWALL EN CLIENTE //";"";"08/06/22 10:01:28"
"V15-BANCOCC(fw-cloud_aval_triara-aw13)";"true";"KMF0056";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // CORREO // BOGOTA // FW BCO OCC MV // FIREWALL CENTRALIZADO //";"";"27/04/22 16:16:13"
"V04-PORVENI(fw-cloud_aval_triara-aw13)";"true";"PRV1050";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP. COMERCIAL CORP. // CORREO // Bogotá // Triara // FIREWALL";"";"27/04/22 16:15:46"
"V01-Porvenir3 (fw-infraestructuradc_n2)";"false";"prv1036";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"firewall administrado";"firewall administrado";"";"22/04/20 10:06:35"
"fw-sms-1";"true";"SMSAC10";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"BOGOTA - Firewall Dedicado - Tipo 3 - 3M  + NEGOCIACION 30 DIAS GRATIS SMSAC10";"";"21/02/22 14:05:56"
"fw-spn_medellin.4-72.com.co";"true";"SQH0395";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORPO // CORREO // Medellín // Regional Noroccidente - RECEPCION PRINCIPAL CENTRAL DE TRATAMIENTO – MEDELLIN – Caribe CRA. 64C # 72-20 // FIREWALL EN CLIENTE";"";"30/03/23 03:17:01"
"FW-COOMEVA1";"false";"cmv0562";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP // CORREO // BOGOTA // DATACENTER TRIARA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT) //";"";"09/03/22 03:34:51"
"FW-REFINANCIAORT2(fw-refinanciaort1)";"true";"RFH0123";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORP // CORREO // BOGOTA // Ortezal// FIREWALL EN CLIENTE";"";"27/04/22 16:11:35"
"fwprd-FGT-A";"true";"CME0949";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTÁ // DATA CENTER TRIARA // FIREWALL EN CLIENTE";"";"13/02/23 12:31:38"
"fw_tfm2457_fg_analyzer";"true";"TFM2457";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"CI_CSC_FISICO_Proyecto_Filtrado_Regulatorio";"TRIARA\BUNKER1\I6(AB)\15";"22/04/23 07:02:51"
"V43-CRYSTALBD2@FG3K1B3I11700698 (mithrandir)";"false";"fmn0186";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"“Servicio de Seguridad Administrada No Identificado por el Grupo Administrador”";"";"22/04/20 10:07:56"
"V41-ALIANZVBAC (mithrandir)";"false";"avc0019";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"firewall telmex";"No Administrado por CLARO //“Servicio de Seguridad Administrada No Identificado por el Grupo Administrador”";"";"22/04/20 10:07:56"
"V57-COLTAN1 (fw-chasis-bk4)";"false";"clq0079";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"Seguridad Administrada Firewall 2 Mbps incluye 5 VPN client to site";"";"19/08/20 23:18:36"
"fw-alkosto-triara";"true";"CEO0315";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"FORTIGATE 620 B - CEO0315";"TRIARA\BUNKER4\AV13(AB)\32";"12/01/23 01:24:09"
"V63-JEP-INT (fw-chasis-2-bk3)";"false";"kfft009";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"INTERNET DEDICADO TELMEX";"";"";"19/08/20 23:18:08"
"waf_cmv0571_waf-coomeva1";"true";"CMV0572";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP // CORREO // BOGOTA // DC TRIARA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS PROFESIONALES DE SEGURIDAD) // 150 MBPS       CMV0572";"";"22/04/23 07:00:42"
"fw_burica_prin1";"true";"ZZPP030";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPORATIVO // CALI // CARRERA 1 N° 47-58 // FIREWALL EN CLIENTE // 120 MBPS";"SEDE CLIENTE";"08/06/22 09:59:30"
"FWB_600D(waf_cmv0571_waf-coomeva1)";"true";"CMV0572";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP // CORREO // BOGOTA // DC TRIARA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS PROFESIONALES DE SEGURIDAD) // 150 MBPS       CMV0572";"TRIARA\BUNKER2\U6(AB)\33";"27/04/22 16:09:26"
"V17-INTERLLAPRO (fw-chasis-bk3)";"false";"cidll16";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"hosting";"Fierewall";"";"22/04/20 10:07:58"
"FGT30E5619078549(fw_gzm0226_fw-fanalca-gzm0126-48-gzm0226)";"true";"GZM0226";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // PASTO //CALLE 12 # 4 - 210AUTOSUPERIOR //FIREWALL EN CLIENTE //5120// REEMPLAZO OT 14300632";"";"08/06/22 10:01:04"
"V21-ROYAL";"true";"ROFW061";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP  // MEDELLIN // MEGACENTER // FIREWALL CENTRALIZADO // 10204 K //  //AUTOMATICO MASIVO INCIDENTES";"";"15/04/23 01:21:55"
"V259-VIDD(fw_central_eyn02-n3)";"true";"FSM0082";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP  // BOGOTA // TRIARA  //  FIREWALL CENTRALIZADO // REMPLAZO DE OT 17612864";"";"14/12/22 11:40:36"
"fwassendatriara";"false";"caj0012";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"firewall dedicado cisco asa 5520-bun-k9-ha";"Servicio de Seguridad NO administrado por CLARO";"TRIARA\BUNKER1\G6(AB)\17";"08/04/20 20:37:42"
"V25-BENEFCO";"false";"becoo10";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"E-BUSINESS HOSTING DEDICADO";"";"";"03/09/20 23:06:31"
"V38-CINEBAK_INT@FG3K1B3I11700698 (mithrandir)";"false";"cno0008";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"CINE COLOMBIA S.A. - FIREWALL - HOSTING";"";"22/04/20 10:07:58"
"V30-R8A0 (fw-chasis-bk4)";"false";"try0057";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"";"";"13/10/22 09:37:56"
"V150-COOPFU(fw_central_eyn02-n3)";"true";"FLB0020";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO //    BOGOTA // TRIARA BOGOTA HOSTING (HOSTING VIRTUAL) EEMPLAZO DE 12893052 ///  FLB0020";"";"01/12/22 01:22:24"
"V10-CONPLAS";"false";"dwn0008";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"***Nueva Instalacion **** FW Perimetral con IPS";"";"28/05/21 03:32:02"
"modelador_allot_avalnet";"true";"ODN0074";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"PL PRIVATE LINE SERVICES";"WVcheck - DC /////CIÓN  CLIENTE - CONSORCIO DE ENTIDADES FINANCIERAS - BGTA: Cll 100 No 13 - 21 piso 3: ROBUSTECIMIENTO DE RED AVALNET  ANILLO SDH";"";"22/04/23 01:07:20"
"FG200ETK19907324(fw-cteque)";"true";"CTSAF18";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORP // CORREO  // BOGOTA // Carrera 11 # 75-19 ; Bogotá    // FIREWALL EN CLIENTE //";"";"08/06/22 10:01:37"
"FW_GESTION_01(fw_gestion_02)";"true";"TFM3097";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_Modernización_Red_Corporativa_MRC_FISICO_2";"";"29/11/22 01:07:40"
"FW-BRASILIA-MIG1";"true";"EBR0601";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPORATIVO // BARRANQUILLA // CR 35 N° 44-63 // FIREWALL EN CLIENTE AL INCIDENTE 13389827";"";"05/11/22 01:28:11"
"V23-ParadigPro@FG3K1B3I11700698 (mithrandir)";"false";"parad06";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"servicio de firewall + vpn c2s";"Servicio de Firewall + VPN C2S: FW Centralizado dedicado + IPS para una capacidad de 20 Mbps, incluye 8 VPN Client to Site IPSec";"";"22/04/20 10:08:06"
"faz-centralizado1";"false";"tfm1108";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"Servicios Especiales Datacenter";"CI - EQUIPO SEGURIDAD FORTIANALIZER CCE";"";"06/12/21 03:51:31"
"V06-FIDPREV(fw-megacenter1)";"true";"FLP0233";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERICAL CORPO // CORREO // MEDELLIN // Megacenter // IFIREWALL CENTRALIZADO";"";"27/04/22 16:15:52"
"V47-ORION(fw_central_eyn02-n3)";"true";"OCK0006";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"SOP COMERCIAL CORP  // SERVICIOS ESPECIALES DATACENTER // DC TRIARA // BOGOTA";"";"27/04/22 16:13:36"
"V12-GASESPROD (fw-cloud_aval_triara_aw13)";"false";"gdu0054";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"";"";"22/04/20 10:08:06"
"V11-FW-IPS0 (fw-chasis-bk4)";"false";"fucdn17";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"Firewall e IPS Centralizado Compartido para 6 Mbps No. Servicio: FUCDN17  // Se retira bajo T17451";"";"19/08/20 23:18:32"
"safe3.telmexla.net.co";"true";"TFM1528";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"CI - Correo Seguro Iron Port";"ORTEZAL\BUNKER1\AW3(AB)\25 ORTEZAL\BUNKER1\AW3(AB)\26";"22/04/23 01:12:43"
"Modelado de Tráfico";"false";"";"Catalog Service";"Datacenter - Seguridad Administrada";"(activo)";"";"";"";"27/01/20 16:43:11"
"fw_fanalca_gzm0122-360-395-gzm0209";"false";"gzm0209";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // IBAGUE //CRA 5 # 21 - 12SUPERMOTOS DEL TOLIMA //FIREWALL EN CLIENTE //5120 // REEMPLAZO OT 14300632";"SEDE CLIENTE_FANALCA";"09/03/22 03:48:32"
"V151-DECOR";"false";"dek0129";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOPORTE CORPO  // CORREO // BOGOTA // TRIARA FIREWALL CENTRALIZADO //FIREWALL 4 MEGAS";"";"13/10/21 03:30:50"
"V214-CALMM(fw_central_eyn02-n3)";"true";"HNKT013";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP// BOGOTA // TRIARA // FIREWALL CENTRALIZADO // 90MB-REEMPLAZO DE OT 15816928-15816985-15903710";"";"27/04/22 16:15:14"
"fw-informa-bk3";"false";"ino0043";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"FW EN ALTA DISPONIBILIDAD FW 1";"TRIARA\BUNKER2\V22(AB)\26";"17/12/20 10:18:08"
"fw_axa_torre_colpatria";"true";"SFW0177";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORP // CORREO // FIREWALL CENTRALIZADO // TORRE COLPATRIA MEZANINE BOGOTA. CRA. 7 NO. 24-89 - BOGOTA";"";"11/04/23 01:02:01"
